ls11cd,la11nm,london_imd_rank,london_imd_decile,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score
E01002677,Hounslow,2542,6,19.551,0.11,0.08,5.074,-0.197,0.711,29.671,33.459
E01002678,Hounslow,3775,8,11.412,0.058,0.033,1.442,-1.259,-0.417,42.213,26.329
E01002679,Hounslow,3496,8,13.359,0.064,0.04,3.617,-0.57,-0.394,41.292,30.727
E01002680,Hounslow,3040,7,16.185,0.075,0.054,2.559,-0.552,0.724,33.164,35.811
E01002681,Hounslow,1623,4,26.437,0.158,0.121,12.14,-0.138,1.065,33.607,23.295
E01002682,Hounslow,2767,6,18.175,0.098,0.062,9.45,-0.294,0.621,31.949,33.058
E01002683,Hounslow,3680,8,12.087,0.065,0.041,3.53,-0.709,0.088,26.502,39.323
E01002684,Hounslow,1902,4,24.157,0.158,0.086,11.761,-0.012,0.309,28.162,48.396
E01002686,Hounslow,410,1,37.807,0.21,0.147,28.2,0.581,0.925,47.412,22.725
E01002687,Hounslow,3774,8,11.415,0.075,0.04,1.006,-0.974,0.459,26.632,28.527
E01002689,Hounslow,2586,6,19.261,0.133,0.104,10.992,-0.304,0.014,23.112,31.463
E01002690,Hounslow,3940,9,10.253,0.055,0.047,0.453,-0.896,-0.117,26.297,34.205
E01002691,Hounslow,3873,9,10.73,0.063,0.049,2.773,-1.064,-0.88,33.946,28.2
E01002692,Hounslow,3056,7,16.106,0.102,0.065,5.463,-0.993,0.02,32.104,37.792
E01002693,Hounslow,3160,7,15.502,0.105,0.055,1.866,-0.306,0.624,24.939,32.468
E01002694,Islington,142,1,42.957,0.325,0.181,24.234,1.028,0.611,26.534,32.736
E01002695,Islington,2137,5,22.394,0.122,0.077,7.484,0.542,0.614,30.124,34.132
E01002696,Islington,2437,6,20.191,0.105,0.063,10.796,0.005,0.603,24.675,47.584
E01002697,Islington,930,2,31.847,0.216,0.122,20.908,0.832,0.654,26.617,32.232
E01002698,Islington,2856,6,17.454,0.118,0.083,7.193,-0.086,-0.423,28.217,30.939
E01002699,Islington,2503,6,19.741,0.138,0.091,11.888,0.097,-0.259,23.778,33.267
E01002700,Islington,3484,8,13.447,0.07,0.056,1.401,-0.801,0.522,21.479,40.659
E01002701,Islington,1445,3,27.789,0.186,0.108,17.553,0.396,0.081,28.431,44.139
E01002702,Islington,1216,3,29.535,0.21,0.124,16.269,0.321,0.581,27.658,36.14
E01002703,Islington,1495,4,27.328,0.221,0.111,16.157,-0.27,0.409,30.919,34.606
E01002704,Islington,2153,5,22.281,0.161,0.106,8.771,0.084,-0.618,31.284,33.543
E01002706,Islington,1810,4,24.912,0.177,0.094,8.973,-0.075,0.441,29.461,44.149
E01002707,Islington,1722,4,25.684,0.152,0.083,14.096,0.152,0.34,32.096,50.036
E01002708,Islington,1164,3,29.96,0.183,0.103,19.614,0.392,0.655,38.29,34.33
E01002709,Islington,600,2,35.167,0.268,0.138,21.039,0.709,0.561,28.304,33.269
E01002710,Islington,1046,3,30.958,0.208,0.147,17.981,0.644,0.282,29.009,30.687
E01002711,Islington,2231,5,21.801,0.129,0.086,4.006,0.205,-0.179,35.773,39.811
E01002712,Islington,1535,4,27.046,0.155,0.09,27.46,0.597,0.575,29.222,30.793
E01002713,Islington,98,1,44.476,0.295,0.198,29.017,1.057,1.024,28.074,27.508
E01002714,Islington,3386,8,14.035,0.078,0.053,5.843,-0.536,0.261,25.392,37.528
E01002715,Islington,358,1,38.505,0.263,0.174,30.03,0.932,0.543,27.77,26.58
E01002716,Islington,652,2,34.594,0.258,0.147,13.937,0.879,0.508,29.082,30.582
E01002717,Islington,2135,5,22.402,0.156,0.088,10.784,-0.073,0.841,24.761,30.601
E01002718,Islington,2567,6,19.385,0.096,0.065,10.165,-0.226,0.817,23.647,44.597
E01002719,Islington,2964,7,16.71,0.1,0.072,11.058,-0.504,0.735,21.892,28.609
E01002720,Islington,261,1,40.041,0.312,0.18,25.618,0.723,0.451,28.756,26.837
E01002721,Islington,1393,3,28.168,0.164,0.118,20.917,0.351,0.83,25.557,35.432
E01002722,Islington,471,1,36.798,0.242,0.169,17.952,0.628,0.876,28.934,36.328
E01002723,Islington,1345,3,28.536,0.197,0.116,13.814,0.5,0.365,31.233,34.024
E01002724,Islington,3302,7,14.573,0.066,0.033,5.937,-0.202,-0.453,27.685,53.924
E01002725,Islington,1270,3,29.084,0.211,0.112,15.534,0.436,0.43,29.535,36.865
E01002726,Islington,1864,4,24.493,0.172,0.109,7.84,0.324,0.187,27.81,35.243
E01002727,Islington,1673,4,26.051,0.155,0.108,11.902,0.103,0.489,28.35,46.351
E01002728,Islington,1506,4,27.235,0.15,0.095,9.661,0.671,1.112,27.014,35.2
E01002729,Islington,1036,3,31.027,0.186,0.159,7.445,-0.079,0.703,24.118,56.134
E01002730,Islington,1116,3,30.4,0.168,0.094,9.46,0.528,1.557,30.287,39.097
E01002731,Islington,1861,4,24.496,0.125,0.067,10.247,-0.13,1.166,32.035,47.063
E01002732,Islington,46,1,47.055,0.291,0.22,23.439,0.959,1.373,31.405,29.832
E01002733,Islington,2703,6,18.532,0.123,0.067,1.225,-0.209,0.983,23.169,33.207
E01002734,Islington,236,1,40.543,0.264,0.149,21.967,0.485,1.583,33.926,36.243
E01002735,Islington,771,2,33.51,0.235,0.147,6.451,0.324,1.058,30.602,38.07
E01002736,Islington,89,1,45.005,0.336,0.219,30.254,0.561,0.885,27.051,22.471
E01002737,Islington,552,2,35.801,0.268,0.171,25.83,0.611,0.436,27.181,23.924
E01002738,Islington,1832,4,24.682,0.164,0.114,12.292,-0.233,0.761,26.246,34.201
E01002739,Islington,2871,6,17.378,0.114,0.072,1.688,-0.441,0.457,23.79,41.214
E01002740,Islington,3057,7,16.104,0.076,0.052,4.747,-0.759,0.97,22.639,43.196
E01002741,Islington,631,2,34.846,0.264,0.171,21.088,0.404,0.581,28.864,24.06
E01002742,Islington,3108,7,15.801,0.093,0.054,1.487,-0.187,0.713,20.561,39.527
E01002743,Islington,2610,6,19.06,0.129,0.071,8.148,0.033,0.358,25.915,34.123
E01002744,Islington,2804,6,17.889,0.113,0.089,6.872,0.185,0.19,22.913,26.629
E01002745,Islington,3106,7,15.807,0.111,0.079,5.096,-0.505,0.454,22.079,27.058
E01002747,Islington,3499,8,13.325,0.091,0.07,2.092,-0.053,-0.877,23.418,30.233
E01002748,Islington,271,1,39.897,0.246,0.177,8.618,0.637,1.646,30.701,36.588
E01002749,Islington,2079,5,22.829,0.164,0.092,13.439,-0.066,0.515,23.955,36.054
E01002751,Islington,392,1,38,0.263,0.16,15.087,0.396,0.633,31.053,53.251
E01002752,Islington,2131,5,22.426,0.175,0.111,8.86,-0.096,0.424,23.898,27.8
E01002753,Islington,1228,3,29.443,0.195,0.126,24.723,0.372,0.576,30.761,24.201
E01002754,Islington,3003,7,16.43,0.107,0.065,2.258,0.016,0.744,24.444,22.93
E01002755,Islington,275,1,39.869,0.272,0.215,16.725,0.739,0.891,27.728,22.433
E01002756,Islington,1448,3,27.776,0.181,0.136,4.725,0.182,0.976,23.071,37.351
E01002757,Islington,1909,4,24.102,0.193,0.119,14.204,0.004,0.267,24.063,25.27
E01002758,Islington,105,1,44.134,0.315,0.219,18.573,1.061,0.652,28.603,26.329
E01002759,Islington,2381,5,20.645,0.163,0.089,5.333,0.479,0.17,22.286,25.586
E01002760,Islington,338,1,38.826,0.307,0.189,25.843,0.565,0.452,25.928,23.633
E01002762,Islington,2374,5,20.717,0.109,0.082,4.378,0.141,0.608,31.006,35.645
E01002763,Islington,804,2,33.113,0.167,0.122,10.468,1.082,1.245,31.027,35.277
E01002764,Islington,1048,3,30.946,0.213,0.122,15.649,0.107,0.928,29.022,40.609
E01002765,Islington,1382,3,28.236,0.197,0.109,19.759,0.588,0.204,32.272,27.971
E01002766,Islington,965,2,31.553,0.213,0.128,27.211,0.546,0.415,31.353,28.901
E01002767,Islington,475,1,36.783,0.231,0.148,15.103,0.622,0.897,42.357,31.45
E01002768,Islington,1243,3,29.312,0.19,0.132,8.3,0.692,0.539,28.669,34.57
E01002769,Islington,2450,6,20.118,0.111,0.076,1.837,0.072,0.72,29.982,36.401
E01002770,Islington,1163,3,29.977,0.159,0.111,3.789,0.835,1.034,28.63,44.516
E01002771,Islington,1491,4,27.333,0.199,0.115,8.655,0.13,0.925,27.616,31.413
E01002772,Islington,1312,3,28.721,0.175,0.102,7.788,0.431,1.027,32.107,38.525
E01002773,Islington,23,1,50.095,0.324,0.231,22.424,0.712,2.05,29.198,26.805
E01002774,Islington,1055,3,30.891,0.176,0.125,8.902,0.597,1.318,29.323,33.271
E01002775,Islington,2166,5,22.198,0.123,0.082,12.816,0.361,0.644,25.831,34.606
E01002776,Islington,898,2,32.142,0.204,0.114,16.766,0.895,0.547,27.991,44.237
E01002777,Islington,1465,4,27.576,0.175,0.107,6.937,0.677,0.589,25.119,43.662
E01002778,Islington,321,1,39.066,0.251,0.154,24.106,0.741,1.253,31.827,31.053
E01002779,Islington,2689,6,18.595,0.123,0.066,8.116,-0.408,0.884,26.999,28.816
E01002780,Islington,1637,4,26.351,0.177,0.127,9.3,0.377,0.556,25.394,32.161
E01002781,Islington,1285,3,28.936,0.232,0.139,12.247,0.414,0.416,25.889,24.352
E01002782,Islington,446,1,37.168,0.274,0.157,22.688,0.744,0.888,28.157,24.673
E01002783,Islington,58,1,46.454,0.286,0.209,21.209,1.411,1.044,29.916,31.146
E01002784,Islington,683,2,34.3,0.243,0.164,16.574,0.72,0.611,30.739,22.758
E01002785,Islington,2636,6,18.889,0.096,0.085,2.101,-0.65,0.695,25.596,44.951
E01002786,Islington,518,2,36.106,0.242,0.152,8.44,0.911,1.038,32.772,29.836
E01002787,Islington,908,2,32.105,0.185,0.122,12.519,0.998,0.701,31.402,38.648
E01002788,Islington,2933,7,16.985,0.099,0.083,2.069,-0.421,0.427,30.115,29.307
E01002789,Islington,3431,8,13.703,0.077,0.057,0.537,-0.733,0.669,23.035,34.467
E01002790,Islington,167,1,42.268,0.274,0.211,24.607,0.767,0.927,26.861,33.035
E01002791,Islington,3410,8,13.879,0.075,0.054,10.811,-0.469,0.439,21.657,32.805
E01002792,Islington,3058,7,16.098,0.097,0.06,4.696,0.059,0.267,23.594,36.347
E01002793,Islington,505,2,36.247,0.24,0.148,13.255,0.748,1.266,25.627,37.118
E01002794,Islington,2162,5,22.216,0.118,0.078,7.441,0,0.824,26.061,46.461
E01002795,Islington,1797,4,25.019,0.158,0.101,15.707,0.05,0.853,24.637,35.08
E01002796,Islington,1976,5,23.575,0.159,0.103,1.671,0.331,0.499,25.572,37.95
E01002797,Islington,904,2,32.118,0.207,0.129,19.239,0.59,1.015,27.151,32.236
E01002798,Islington,2275,5,21.479,0.145,0.094,5.725,0.235,0.628,22.111,32.049
E01002799,Islington,883,2,32.282,0.241,0.13,14.199,0.606,0.291,28.565,41.053
E01002800,Islington,329,1,38.934,0.231,0.149,40.765,0.384,0.8,33.135,44.849
E01002801,Islington,2950,7,16.852,0.095,0.061,1.383,-0.637,0.653,21.824,48.496
E01002802,Islington,1690,4,25.903,0.142,0.11,5.643,0.472,0.856,22.183,44.442
E01002803,Islington,1950,5,23.761,0.152,0.084,12.226,-0.068,0.708,26.054,43.586
E01002804,Islington,433,1,37.376,0.255,0.198,22.754,0.629,0.538,29.128,23.73
E01002805,Islington,2080,5,22.828,0.136,0.081,9.398,0.173,1.092,27.99,27.294
E01002806,Islington,1547,4,26.952,0.177,0.121,4.561,0.46,1.089,23.071,29.839
E01002807,Islington,963,2,31.573,0.233,0.143,15.467,0.582,0.478,30.413,26.288
E01002808,Islington,1838,4,24.642,0.176,0.112,8.441,0.182,0.579,26.148,30.996
E01002809,Islington,977,3,31.444,0.216,0.156,8.673,0.41,0.713,30.932,30.743
E01002810,Islington,787,2,33.321,0.221,0.161,12.716,0.724,0.803,28.376,28.134
E01002811,Islington,353,1,38.606,0.261,0.186,9.079,0.876,1.086,26.5,32.502
E01002812,Kensington and Chelsea,3754,8,11.548,0.023,0.015,2.222,-2.132,-0.49,40.748,44.313
E01002813,Kensington and Chelsea,3971,9,10.093,0.038,0.021,0.791,-2.178,0.268,27.376,42.321
E01002814,Kensington and Chelsea,1796,4,25.028,0.158,0.109,3.043,-0.882,0.289,45.489,37.424
E01002815,Kensington and Chelsea,2745,6,18.289,0.086,0.055,1.657,-1.112,0.118,43.442,46.885
E01002816,Kensington and Chelsea,3757,8,11.528,0.022,0.022,0.34,-2.329,0.042,36.538,46.218
E01002817,Kensington and Chelsea,3916,9,10.4,0.033,0.025,0.626,-2.356,0.362,26.76,44.603
E01002818,Kensington and Chelsea,3597,8,12.656,0.015,0.009,3.541,-3.123,0.264,38.335,46.568
E01002819,Kensington and Chelsea,3824,8,11.072,0.015,0.006,6.697,-2.563,-0.287,34.535,46.188
E01002820,Kensington and Chelsea,4044,9,9.557,0.027,0.017,3.669,-2.271,-0.467,35.368,37.366
E01002821,Kensington and Chelsea,3843,8,10.933,0.024,0.011,2.42,-2.35,0.304,31.561,44.36
E01002822,Kensington and Chelsea,3568,8,12.856,0.013,0.004,2.154,-3.105,0.257,29.492,61.323
E01002823,Kensington and Chelsea,1357,3,28.418,0.195,0.144,5.645,-0.219,0.178,37.35,39.222
E01002824,Kensington and Chelsea,3974,9,10.045,0.023,0.021,0.581,-2.301,-0.078,29.808,47.261
E01002825,Kensington and Chelsea,4025,9,9.697,0.044,0.037,0.357,-2.123,-0.572,29.414,41.394
E01002826,Kensington and Chelsea,3868,8,10.756,0.035,0.019,0.45,-2.214,-0.139,31.767,48.068
E01002827,Kensington and Chelsea,3686,8,12.075,0.024,0.025,0.018,-2.29,0.202,29.617,56.329
E01002828,Kensington and Chelsea,3032,7,16.243,0.074,0.07,2.883,-1.301,0.232,33.024,43.711
E01002829,Kensington and Chelsea,657,2,34.531,0.213,0.166,5.69,0.005,0.8,40.438,43.895
E01002830,Kensington and Chelsea,578,2,35.373,0.215,0.17,7.992,-0.345,1.24,41.862,35.908
E01002831,Kensington and Chelsea,481,1,36.708,0.215,0.164,5.882,-0.014,1.28,40.382,44.809
E01002832,Kensington and Chelsea,991,3,31.366,0.218,0.131,7.115,-0.344,0.755,39.772,42.846
E01002833,Kensington and Chelsea,2592,6,19.197,0.083,0.058,3.969,-0.866,1.05,32.747,44.971
E01002834,Kensington and Chelsea,3142,7,15.607,0.056,0.038,0.199,-1.441,0.017,36.256,59.749
E01002835,Kensington and Chelsea,3903,9,10.461,0.024,0.013,2.626,-2.367,0.215,28.805,46.196
E01002836,Kensington and Chelsea,3823,8,11.093,0.043,0.034,1.32,-1.53,0.081,33.781,38.498
E01002837,Kensington and Chelsea,3536,8,13.106,0.012,0.006,2.94,-2.651,-0.318,32.661,64.577
E01002838,Kensington and Chelsea,3821,8,11.108,0.011,0.005,1.764,-2.255,0.23,37.896,39.074
E01002839,Kensington and Chelsea,1705,4,25.779,0.111,0.102,1.707,-0.73,0.277,46.827,56.015
E01002840,Kensington and Chelsea,416,1,37.672,0.273,0.177,10.131,-0.228,0.862,38.622,40.423
E01002841,Kensington and Chelsea,1618,4,26.462,0.15,0.117,3.549,0.055,0.922,35.776,34.611
E01002842,Kensington and Chelsea,42,1,47.396,0.363,0.222,17.635,0.272,0.579,41.628,33.006
E01002843,Kensington and Chelsea,150,1,42.608,0.287,0.222,14.707,0.61,0.608,37.314,32.402
E01002844,Kensington and Chelsea,2926,7,17.02,0.084,0.052,1.149,-1.089,0.372,36.126,47.661
E01002845,Kensington and Chelsea,2338,5,21.021,0.126,0.09,2.09,-0.716,0.139,36.413,44.78
E01002846,Kensington and Chelsea,1062,3,30.857,0.162,0.125,1.888,0.142,0.485,52.609,37.811
E01002847,Kensington and Chelsea,2177,5,22.142,0.08,0.065,0.69,-0.77,0.921,46.079,46.657
E01002848,Kensington and Chelsea,1217,3,29.533,0.158,0.103,4.458,-0.154,0.006,56.66,48.882
E01002849,Kensington and Chelsea,2898,6,17.215,0.068,0.055,0.861,-1.209,0.899,35.982,41.979
E01002850,Kensington and Chelsea,1960,5,23.704,0.111,0.089,1.869,-0.676,0.425,44.868,48.847
E01002851,Kensington and Chelsea,278,1,39.773,0.26,0.173,3.484,0.365,0.77,48.395,40.602
E01002852,Kensington and Chelsea,188,1,41.748,0.297,0.175,16.166,0.458,0.808,41.697,36.044
E01002853,Kensington and Chelsea,5,1,57.097,0.379,0.256,28.829,0.437,1.657,38.473,35.022
E01002854,Kensington and Chelsea,87,1,45.147,0.325,0.221,13.844,0.035,1.176,37.305,33.708
E01002855,Kensington and Chelsea,81,1,45.479,0.317,0.224,9.941,0.361,0.978,41.67,32.344
E01002856,Kensington and Chelsea,408,1,37.842,0.209,0.17,7.589,-0.249,1.239,42.622,51.618
E01002857,Kensington and Chelsea,2,1,59.009,0.389,0.317,17.439,0.506,1.272,42.955,30.124
E01002858,Kensington and Chelsea,2000,5,23.406,0.129,0.08,9.067,-0.545,-0.639,48.726,43.757
E01002859,Kensington and Chelsea,3950,9,10.18,0.024,0.011,0.987,-3.215,-0.299,33.515,45.602
E01002860,Kensington and Chelsea,3773,8,11.416,0.013,0.007,0.108,-3.188,0.102,28.818,56.816
E01002861,Kensington and Chelsea,3219,7,15.041,0.068,0.043,6.71,-1.08,0.377,31.725,45.13
E01002862,Kensington and Chelsea,1674,4,26.044,0.159,0.103,7.831,-0.346,-0.146,44.533,44.617
E01002863,Kensington and Chelsea,3989,9,9.933,0.012,0.01,2.533,-3.134,0.082,34.593,37.958
E01002864,Kensington and Chelsea,4052,9,9.506,0.034,0.013,0.582,-2.789,0.607,27.567,33.383
E01002865,Kensington and Chelsea,4435,10,7.26,0.021,0.005,0.215,-2.729,-0.012,24.35,36.04
E01002866,Kensington and Chelsea,2378,5,20.684,0.107,0.085,2.534,-0.573,0.39,43.267,32.919
E01002867,Kensington and Chelsea,2143,5,22.328,0.142,0.103,4.649,-1.034,0.008,41.645,36.53
E01002868,Kensington and Chelsea,4101,9,9.26,0.012,0.009,0.734,-2.84,0.114,35.056,33.642
E01002869,Kensington and Chelsea,2514,6,19.675,0.114,0.076,3.501,-1.056,0.24,41.714,37.065
E01002870,Kensington and Chelsea,204,1,41.357,0.317,0.202,18.712,0.492,-0.048,39.724,28.105
E01002871,Kensington and Chelsea,3785,8,11.335,0.029,0.019,2.343,-2.652,0.167,29.494,50.965
E01002872,Kensington and Chelsea,332,1,38.9,0.289,0.195,13.983,0.114,0.406,39.628,33.443
E01002873,Kensington and Chelsea,2483,6,19.842,0.093,0.07,4.48,-1.172,0.968,33.881,42.643
E01002874,Kensington and Chelsea,2460,6,20.025,0.107,0.078,1.886,-0.725,0.617,35.116,42.329
E01002875,Kensington and Chelsea,3235,7,14.928,0.059,0.051,0.386,-1.673,0.658,32.276,44.352
E01002876,Kensington and Chelsea,2444,6,20.135,0.123,0.091,4.879,-0.706,0.454,30.263,39.859
E01002877,Kensington and Chelsea,210,1,41.177,0.313,0.182,19.574,0.357,0.536,38.113,34.629
E01002878,Kensington and Chelsea,727,2,33.862,0.199,0.149,6.905,-0.005,1.234,40.927,37.329
E01002879,Kensington and Chelsea,191,1,41.706,0.322,0.172,10.999,0.024,1.187,40.516,33.492
E01002880,Kensington and Chelsea,101,1,44.248,0.304,0.215,21.026,0.512,0.69,40.441,29.803
E01002881,Kensington and Chelsea,240,1,40.49,0.281,0.219,17.026,0.312,0.425,37.707,30.249
E01002882,Kensington and Chelsea,2914,7,17.09,0.108,0.065,1.043,-1.442,0.331,33.291,41.17
E01002883,Kensington and Chelsea,3730,8,11.744,0.033,0.025,0.531,-1.568,0.464,31.075,45.224
E01002884,Kensington and Chelsea,2258,5,21.59,0.09,0.07,2.649,-1.159,1.012,44.45,38.534
E01002885,Kensington and Chelsea,2525,6,19.621,0.084,0.05,3.045,-1.268,0.365,43.106,54.143
E01002886,Kensington and Chelsea,3251,7,14.819,0.049,0.025,0.479,-2.125,0.828,31.078,53.219
E01002887,Kensington and Chelsea,3607,8,12.569,0.022,0.011,0.139,-2.029,0.223,33.633,55.254
E01002888,Kensington and Chelsea,3847,8,10.9,0.032,0.018,0.955,-2.637,-0.413,38.18,42.552
E01002889,Kensington and Chelsea,4294,9,8.169,0.038,0.019,1.673,-1.771,-0.745,33.559,30.931
E01002890,Kensington and Chelsea,4149,9,8.969,0.012,0.009,0.339,-2.614,0.31,26.948,39.726
E01002891,Kensington and Chelsea,4051,9,9.515,0.023,0.011,0.948,-2.195,-0.35,32.728,42.898
E01002892,Kensington and Chelsea,4223,9,8.544,0.024,0.017,0.569,-2.635,-0.95,34.482,37.638
E01002893,Kensington and Chelsea,2232,5,21.771,0.126,0.087,7.1,-0.314,0.095,37.43,41.053
E01002894,Kensington and Chelsea,2473,6,19.923,0.095,0.086,9.635,-0.911,0.378,32.595,44.885
E01002895,Kensington and Chelsea,3807,8,11.214,0.02,0.017,4.35,-2.537,0.608,26.338,45.767
E01002896,Kensington and Chelsea,3930,9,10.304,0.037,0.018,5.568,-2.396,0.264,28.592,39.053
E01002897,Kensington and Chelsea,3128,7,15.663,0.093,0.047,1.242,-0.54,0.279,31.755,41.811
E01002898,Kensington and Chelsea,4065,9,9.458,0.034,0.013,0.777,-2.231,0.037,28.735,41.752
E01002899,Kensington and Chelsea,2277,5,21.45,0.135,0.113,5.284,-0.886,0.04,32.203,41.056
E01002900,Kensington and Chelsea,4272,9,8.274,0.01,0.008,0.845,-2.973,0.326,26.726,34.948
E01002901,Kensington and Chelsea,2989,7,16.507,0.072,0.019,4.584,-1.321,0.455,31.462,60.865
E01002902,Kensington and Chelsea,3867,8,10.759,0.049,0.036,0.797,-2.098,-0.064,31.537,39.515
E01002903,Kensington and Chelsea,4372,10,7.616,0.01,0.003,0.864,-2.972,0.096,24.541,37.074
E01002904,Kensington and Chelsea,88,1,45.079,0.333,0.228,22.995,0.619,-0.077,38.761,27.58
E01002905,Kensington and Chelsea,96,1,44.52,0.294,0.196,14.428,0.129,1.525,38.834,39.345
E01002906,Kensington and Chelsea,810,2,33.044,0.21,0.158,12.324,0.406,0.217,40.016,35.634
E01002907,Kensington and Chelsea,13,1,52.561,0.411,0.275,24.795,0.595,-0.212,35.505,29.29
E01002908,Kensington and Chelsea,1553,4,26.916,0.157,0.105,4.688,0.03,0.722,34.845,46.405
E01002909,Kensington and Chelsea,1199,3,29.726,0.193,0.146,7.526,-0.343,0.627,38.279,38.123
E01002910,Kensington and Chelsea,3019,7,16.317,0.101,0.065,2.476,-1.432,0.359,32.796,37.285
E01002911,Kensington and Chelsea,3611,8,12.544,0.025,0.015,1.516,-2.709,0.66,26.063,55.26
E01002912,Kensington and Chelsea,3402,8,13.905,0.059,0.032,11.598,-0.964,0.036,30.439,46.513
E01002913,Kensington and Chelsea,2782,6,18.046,0.107,0.062,3.343,-1.152,0.659,31.768,41.889
E01002914,Kensington and Chelsea,4164,9,8.875,0.03,0.012,2.692,-2.091,-0.868,33.113,38.926
E01002915,Kingston upon Thames,4303,9,8.064,0.048,0.047,5.219,-1.567,-0.461,26.65,21.459
E01002916,Kingston upon Thames,4282,9,8.236,0.046,0.054,4.003,-1.216,0.365,14.384,22.678
E01002917,Kingston upon Thames,4782,10,4.073,0.035,0.034,1.978,-1.63,-0.547,16.076,16.781
E01002918,Kingston upon Thames,3664,8,12.197,0.068,0.045,15.533,-0.897,-0.629,21.35,41.128
E01002919,Kingston upon Thames,3140,7,15.611,0.119,0.06,8.715,-0.676,-0.105,33.436,24.157
E01002920,Kingston upon Thames,4711,10,5.052,0.039,0.037,1.976,-1.154,-0.564,21.537,13.748
E01002921,Kingston upon Thames,3197,7,15.232,0.096,0.059,10.803,-0.141,-0.142,26.657,31.071
E01002922,Kingston upon Thames,4133,9,9.061,0.063,0.041,0.762,-0.882,-0.301,29.078,22.321
E01002923,Kingston upon Thames,1157,3,30.061,0.221,0.13,22.698,0.65,-0.14,32.579,22.803
E01002924,Kingston upon Thames,4810,10,3.339,0.025,0.033,0.615,-1.405,-1.48,18.148,16.451
E01002925,Kingston upon Thames,3765,8,11.459,0.065,0.049,2.067,-0.587,-0.792,26.784,39.361
E01002926,Kingston upon Thames,4418,10,7.351,0.044,0.037,1.675,-0.947,-1.071,26.429,27.764
E01002927,Kingston upon Thames,3600,8,12.635,0.086,0.064,3.757,-0.658,-0.098,30.041,19.875
E01002928,Kingston upon Thames,2975,7,16.639,0.131,0.09,4.183,-0.719,-0.202,23.033,34.305
E01002929,Kingston upon Thames,4177,9,8.833,0.04,0.046,0.666,-1.588,0.378,22.757,28.851
E01002930,Kingston upon Thames,3828,8,11.051,0.087,0.051,7.117,-1.159,-0.162,24.951,24.028
E01002931,Kingston upon Thames,3767,8,11.45,0.072,0.045,1.604,-1.38,0.635,18.871,34.618
E01002932,Kingston upon Thames,1591,4,26.643,0.19,0.135,15.714,0.158,-0.237,37.495,17.254
E01002933,Kingston upon Thames,3173,7,15.439,0.121,0.087,4.131,-0.051,-0.615,21.849,25.58
E01002934,Kingston upon Thames,4803,10,3.665,0.031,0.032,1.031,-1.521,-0.981,17.162,17.903
E01002935,Kingston upon Thames,4280,9,8.24,0.061,0.036,1.145,-1.635,-0.083,22.191,29.433
E01002937,Kingston upon Thames,4709,10,5.062,0.031,0.032,1.595,-1.277,-0.59,14.924,28.865
E01002938,Kingston upon Thames,4734,10,4.776,0.039,0.038,1.172,-1.606,-0.869,13.5,26.611
E01002939,Kingston upon Thames,3582,8,12.767,0.094,0.071,15.518,-0.727,-0.158,18.712,18.652
E01002940,Kingston upon Thames,2778,6,18.071,0.114,0.096,18.418,-0.211,-0.268,24.565,24.553
E01002941,Kingston upon Thames,4074,9,9.426,0.061,0.041,8.587,-0.865,-0.237,24.233,24.488
E01002942,Kingston upon Thames,3864,8,10.777,0.068,0.059,16.226,-0.562,0.04,12.761,19.529
E01002943,Kingston upon Thames,2961,7,16.752,0.103,0.082,27.304,-0.517,-0.328,25.144,18.715
E01002944,Kingston upon Thames,3494,8,13.363,0.086,0.061,22.106,-0.657,-1.004,30.744,12.115
E01002945,Kingston upon Thames,4130,9,9.082,0.059,0.045,15.159,-0.956,-0.473,21.44,19.607
E01002946,Kingston upon Thames,4191,9,8.721,0.049,0.047,11.685,-1.167,-0.464,25.6,19.125
E01002947,Kingston upon Thames,4431,10,7.288,0.049,0.034,13.8,-1.011,-0.093,15.333,18.218
E01002948,Kingston upon Thames,2805,6,17.875,0.137,0.091,16.26,-0.491,0.175,27.267,10.713
E01002949,Kingston upon Thames,4016,9,9.745,0.081,0.053,11.942,-1.312,0.079,17.649,14.179
E01002950,Kingston upon Thames,2794,6,17.972,0.144,0.078,20.224,-0.568,-0.189,30.853,13.428
E01002951,Kingston upon Thames,4674,10,5.416,0.056,0.03,0.364,-1.914,-0.944,20.817,21.168
E01002952,Kingston upon Thames,4570,10,6.26,0.033,0.029,2.881,-1.579,-0.381,29.561,15.757
E01002953,Kingston upon Thames,4467,10,7.065,0.029,0.024,0.641,-1.148,-0.527,35.069,17.212
E01002954,Kingston upon Thames,3661,8,12.215,0.136,0.043,2.209,-0.191,-0.961,24.581,20.947
E01002955,Kingston upon Thames,3336,7,14.326,0.076,0.048,3.864,-1.018,-0.007,41.23,28.816
